Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Vehicle_Reference_df,Casualty_Reference,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,label
2,9,18,0,0,0,20,4,1388.0,1,10,513784.0,204336.0,-0.35399,51.726207,41,3,2,434.0,405.0,81.0,2,1,20,4,0,0,9,10,1
1,9,18,0,0,7,56,9,1229.0,1,10,523130.0,215164.0,-0.214907,51.821542,41,3,3,438.0,1.0,1.0,2,2,37,7,0,0,9,6,1
1,9,9,0,0,0,46,8,1149.0,1,11,389098.0,87004.0,-2.155675,50.682588,55,4,4,644.0,352.0,3070.0,1,4,46,8,0,0,9,6,1
2,20,11,0,0,0,28,6,12740.0,2,5,532020.0,182930.0,-0.09817,51.529853,1,2,1,3.0,501.0,0.0,1,1,30,6,0,0,3,8,0
1,9,18,0,0,0,22,5,1896.0,2,8,380111.0,138985.0,-2.28573,51.149775,54,2,1,635.0,3092.0,0.0,2,1,37,7,0,0,9,6,1
2,9,3,0,0,0,44,7,2184.0,2,1,395530.0,225895.0,-2.066419,51.931548,53,2,1,625.0,435.0,85.0,2,1,44,7,0,0,9,10,1
2,9,4,0,0,0,68,10,1596.0,1,2,380790.0,196345.0,-2.279148,51.665551,53,2,3,621.0,4135.0,0.0,1,1,18,4,0,0,9,6,0
1,9,18,0,0,0,58,9,2143.0,2,2,515770.0,187850.0,-0.330701,51.577635,1,2,1,29.0,404.0,0.0,2,1,37,7,0,0,9,5,0
1,9,18,0,0,9,24,5,1598.0,1,10,433882.0,260794.0,-1.505184,52.244293,23,3,1,294.0,0.0,0.0,3,1,45,7,0,0,9,7,0
1,9,18,0,0,0,59,9,1149.0,1,8,544040.0,196318.0,0.080484,51.647215,42,2,1,456.0,1168.0,0.0,2,1,22,5,0,0,9,4,1
1,9,18,0,0,0,19,4,1360.0,1,12,439300.0,335690.0,-1.416975,52.9172,30,2,1,323.0,6005.0,0.0,1,1,19,4,0,0,9,1,1
2,9,17,0,0,0,19,4,1240.0,1,6,432478.0,568793.0,-1.493668,55.012638,10,2,1,148.0,2103.0,0.0,2,1,19,4,0,0,9,9,1
2,9,4,0,0,0,25,5,1796.0,2,2,532330.0,166590.0,-0.099812,51.38294000000001,1,2,7,20.0,222.0,0.0,1,5,32,6,0,0,9,2,0
1,9,18,0,0,9,24,5,1242.0,1,9,488070.0,404835.0,-0.672744,53.532798,16,2,4,232.0,0.0,0.0,1,3,28,6,0,0,9,7,1
3,9,3,0,0,0,38,7,2969.0,2,8,589017.0,223333.0,0.7445350000000001,51.876525,42,4,2,455.0,120.0,0.0,3,2,38,7,0,0,9,3,1
2,4,18,0,0,0,41,7,998.0,1,9,534620.0,181310.0,-0.06133,51.514682,1,2,2,5.0,13.0,0.0,1,1,35,6,0,0,9,2,0
1,9,18,0,0,0,39,7,1560.0,2,1,411910.0,288330.0,-1.826014,52.492753,20,2,1,300.0,4114.0,0.0,1,1,39,7,0,0,9,1,0
1,21,2,0,0,0,40,7,14190.0,2,17,524590.0,180200.0,-0.206189,51.507006,1,2,1,12.0,402.0,0.0,2,1,38,7,0,0,1,7,0
1,9,18,0,0,0,55,8,1968.0,2,4,391570.0,298090.0,-2.12584,52.580555,20,1,1,309.0,4150.0,459.0,1,1,59,9,1,2,0,2,0
1,9,14,0,0,0,31,6,1397.0,1,14,514897.0,206782.0,-0.337076,51.747963,41,1,1,434.0,142.0,142.0,1,1,58,9,9,5,0,4,0
1,9,5,0,0,0,32,6,1248.0,2,7,577158.0,222958.0,0.5722550000000001,51.877047,42,2,3,451.0,0.0,0.0,2,1,32,6,0,0,9,3,1
2,9,18,0,0,0,77,11,1582.0,2,6,568447.0,273105.0,0.470613,52.330177,37,2,4,411.0,1102.0,0.0,2,3,77,11,0,0,9,4,0
2,9,4,0,0,0,40,7,1396.0,2,5,319270.0,471300.0,-3.236964,54.13118299999999,3,3,3,61.0,590.0,0.0,3,3,32,6,0,0,9,1,1
1,9,18,0,0,0,33,6,1299.0,1,14,413999.0,93207.0,-1.802982,50.738308,55,2,3,640.0,0.0,0.0,2,2,46,8,0,0,9,8,1
2,9,18,0,0,0,45,7,1242.0,1,14,351740.0,492360.0,-2.7435080000000003,54.324521,3,2,2,65.0,65.0,0.0,1,1,86,11,0,0,9,5,1
2,9,18,0,0,0,42,7,1997.0,2,4,366695.0,369889.0,-2.500314,53.224994,7,3,6,130.0,533.0,0.0,2,6,11,3,0,0,9,6,1
3,9,2,0,0,0,46,8,1995.0,2,11,414837.0,434311.0,-1.7761919999999998,53.804887,13,3,2,200.0,0.0,0.0,1,1,27,6,0,0,9,4,0
4,9,3,0,0,0,21,5,1242.0,1,1,361540.0,385785.0,-2.579455,53.367522,7,4,4,128.0,49.0,0.0,4,4,21,5,0,0,9,10,1
1,9,13,0,0,0,48,8,1596.0,1,13,526810.0,275280.0,-0.139202,52.36091500000001,35,2,1,393.0,1090.0,0.0,2,1,20,4,0,0,9,6,0
1,9,9,0,0,0,18,4,1198.0,1,8,502187.0,379345.0,-0.468091,53.30121,32,2,1,356.0,223.0,0.0,1,1,18,4,0,0,9,9,1
1,9,12,0,0,7,32,6,2400.0,2,1,521284.0,207890.0,-0.244217,51.756576,41,2,1,438.0,1.0,1.0,2,1,14,3,0,0,9,10,0
1,9,16,0,10,10,32,6,2926.0,2,13,384620.0,279530.0,-2.227542,52.413549,22,1,1,278.0,449.0,0.0,1,1,32,6,0,0,9,2,1
2,9,6,0,0,0,53,8,1200.0,1,2,333320.0,439040.0,-3.014913,53.84330500000001,4,2,1,85.0,0.0,0.0,1,1,34,6,0,0,5,8,0
1,9,18,0,0,0,25,5,1598.0,2,5,411519.0,421034.0,-1.827063,53.685637,13,2,1,202.0,629.0,0.0,2,1,18,4,0,0,9,7,1
2,9,18,0,0,0,31,6,1968.0,2,2,387060.0,396540.0,-2.196381,53.46544,6,2,3,102.0,57.0,6010.0,1,1,44,7,0,0,19,8,0
1,21,18,0,0,0,33,6,12600.0,2,14,456142.0,401226.0,-1.155019,53.504737,14,1,1,211.0,630.0,0.0,1,1,13,3,1,1,0,1,0
2,9,3,0,0,0,55,8,998.0,1,1,526490.0,169890.0,-0.182511,51.41392800000001,1,4,5,22.0,24.0,0.0,1,2,22,5,0,0,9,2,0
2,9,4,0,0,0,41,7,1596.0,1,8,475278.0,259293.0,-0.8993200000000001,52.226705,34,2,1,384.0,8170.0,8400.0,2,1,44,7,5,3,0,4,1
1,5,17,0,0,10,38,7,955.0,1,12,470820.0,372332.0,-0.940221,53.243297,31,1,1,341.0,0.0,0.0,1,1,25,5,0,0,5,2,0
2,9,18,0,0,0,27,6,1598.0,1,12,523772.0,209675.0,-0.207554,51.772073,41,2,3,438.0,1000.0,414.0,2,2,27,6,0,0,9,5,1
1,9,18,0,0,0,44,7,1242.0,1,10,390878.0,343805.0,-2.137343,52.991497,21,2,1,257.0,0.0,0.0,1,1,67,10,0,0,9,1,1
2,9,3,0,0,0,24,5,1598.0,2,1,429940.0,514324.0,-1.538949,54.523326,11,2,2,161.0,6280.0,0.0,2,2,17,4,0,0,9,5,1
2,9,3,0,0,0,26,6,1896.0,2,7,447692.0,411492.0,-1.280845,53.597836,13,2,1,206.0,6474.0,0.0,2,1,26,6,0,0,9,5,1
1,9,18,0,0,0,18,4,998.0,1,8,434835.0,388115.0,-1.477691,53.388732,14,2,1,215.0,61.0,61.0,1,1,18,4,0,0,9,3,1
2,9,18,0,0,0,23,5,1598.0,1,6,364015.0,179828.0,-2.519984,51.51622,52,2,2,612.0,4.0,32.0,1,1,55,8,0,0,9,5,0
2,9,18,0,0,0,47,8,1124.0,1,10,432279.0,432587.0,-1.511536,53.78860600000001,13,3,3,204.0,63.0,0.0,2,2,47,8,0,0,9,7,1
2,9,18,0,0,0,61,9,1598.0,2,1,446075.0,399114.0,-1.307094,53.486731000000006,14,3,4,213.0,0.0,0.0,1,4,26,6,0,0,9,4,0
2,21,18,0,0,0,50,8,9200.0,2,5,278475.0,57235.0,-3.711354,50.40239,50,3,1,584.0,381.0,0.0,1,1,70,10,0,0,9,8,0
2,9,7,0,0,0,52,8,1390.0,1,13,531760.0,187980.0,-0.100026,51.575296,1,2,1,31.0,150.0,0.0,1,1,26,6,0,0,3,4,1
1,9,11,0,0,0,28,6,2143.0,2,2,485583.0,175563.0,-0.769188,51.472568,43,2,4,474.0,4.0,0.0,1,1,28,6,0,0,9,4,0
3,9,18,0,1,0,40,7,1598.0,1,2,338896.0,375048.0,-2.917646,53.268886,7,3,1,130.0,0.0,0.0,2,1,20,4,0,0,9,2,1
1,11,5,0,0,0,64,9,4760.0,2,2,332123.0,388761.0,-3.022125,53.391303,5,1,1,95.0,0.0,0.0,1,1,77,11,0,0,11,2,0
3,19,3,0,0,0,26,6,2143.0,2,2,531340.0,177860.0,-0.109854,51.48445,1,3,2,9.0,3.0,23.0,2,1,23,5,0,0,9,1,0
1,9,9,0,0,0,81,11,1199.0,1,14,529610.0,188910.0,-0.130691,51.584151,1,2,1,31.0,1201.0,0.0,2,1,19,4,0,0,3,2,1
1,9,18,0,0,0,36,7,1390.0,1,12,422590.0,333620.0,-1.6656240000000002,52.899551,30,2,2,328.0,79.0,45.0,2,2,44,7,0,0,9,7,1
1,9,5,0,0,0,45,7,1339.0,1,7,401052.0,299341.0,-1.985904,52.59186700000001,20,1,1,307.0,4210.0,0.0,1,1,42,7,5,1,0,1,0
1,9,18,0,0,0,58,9,2184.0,2,12,547188.0,320842.0,0.18004,52.765127,32,1,1,354.0,0.0,0.0,1,1,3,1,5,3,0,2,1
1,9,18,0,0,10,18,4,1560.0,2,10,449721.0,471868.0,-1.240425,54.140251,12,1,5,181.0,1613.0,0.0,1,4,18,4,0,0,9,9,0
2,9,18,0,0,0,33,6,1339.0,1,6,352220.0,427250.0,-2.725861,53.739431,4,2,2,83.0,0.0,0.0,2,2,6,2,0,0,9,3,1
1,9,9,0,0,0,56,9,2926.0,2,11,393373.0,421502.0,-2.101829,53.689924,13,2,1,202.0,6033.0,0.0,2,1,23,5,0,0,1,1,0
2,9,3,0,0,0,50,8,1399.0,2,3,459077.0,307707.0,-1.127925,52.66387,33,2,1,364.0,6.0,1768.0,2,1,50,8,0,0,9,9,1
2,9,4,0,0,0,31,6,1968.0,2,5,519110.0,299580.0,-0.243546,52.580994,35,2,1,394.0,0.0,1119.0,2,1,31,6,0,0,9,1,0
2,9,18,0,0,0,20,4,1781.0,1,10,501058.0,221925.0,-0.53305,51.886733,40,2,1,424.0,0.0,0.0,1,1,7,2,0,0,1,3,1
1,9,18,0,0,0,56,9,1596.0,1,7,430372.0,437936.0,-1.539954,53.836795,13,2,3,204.0,0.0,0.0,1,1,56,9,0,0,9,1,1
2,9,18,0,0,0,38,7,1229.0,1,2,547850.0,166300.0,0.122933,51.376508,1,2,1,19.0,0.0,0.0,1,1,40,7,0,0,9,4,1
1,9,4,0,0,0,36,7,1796.0,1,7,531880.0,187250.0,-0.09857,51.568708,1,2,1,4.0,503.0,0.0,1,1,36,7,0,0,9,4,1
2,9,2,0,0,0,53,8,1598.0,1,8,385290.0,257190.0,-2.216708,52.21272800000001,22,2,2,276.0,4482.0,0.0,1,1,22,5,0,0,9,7,1
1,9,15,0,0,0,58,9,1248.0,2,8,556081.0,363568.0,0.332293,53.14639200000001,32,2,1,351.0,608.0,0.0,2,1,65,9,0,0,1,7,0
1,9,18,0,0,0,34,6,1994.0,2,12,376642.0,166779.0,-2.33715,51.399557,52,2,2,611.0,46.0,0.0,2,2,31,6,0,0,9,8,0
2,9,18,0,0,0,45,7,1598.0,1,9,514010.0,189990.0,-0.355394,51.597226,1,2,1,29.0,0.0,0.0,1,1,12,3,0,0,1,7,1
3,9,3,0,0,0,68,10,1339.0,1,11,514507.0,465412.0,-0.251565,54.07192,16,3,2,231.0,165.0,0.0,1,1,90,11,0,0,9,6,1
1,9,9,0,0,0,26,6,1956.0,2,5,424799.0,539873.0,-1.616219,54.753199,11,2,4,169.0,690.0,0.0,1,4,31,6,0,0,9,5,1
1,9,18,2,0,0,25,5,1596.0,1,11,420855.0,563093.0,-1.675828,54.962037,10,2,1,146.0,1114.0,327.0,2,1,28,6,0,0,5,4,0
4,9,18,0,0,0,48,8,2987.0,2,3,539080.0,189130.0,0.005992,51.583873,1,4,2,13.0,104.0,1007.0,4,2,48,8,0,0,9,9,0
1,9,18,0,0,4,30,6,1998.0,1,15,434385.0,559428.0,-1.464969,54.928358,10,1,1,150.0,19.0,0.0,1,1,30,6,0,0,9,2,0
1,9,8,0,0,0,35,6,1388.0,1,12,508780.0,429378.0,-0.351842,53.749429000000006,16,2,1,228.0,0.0,0.0,1,1,35,6,0,0,9,1,0
1,9,3,0,0,0,18,4,1596.0,1,11,622225.0,311718.0,1.284347,52.65761800000001,36,2,2,404.0,1042.0,0.0,2,2,47,8,0,0,9,3,1
2,21,9,0,0,0,45,7,10677.0,2,1,484162.0,238700.0,-0.774375,52.040322,43,2,1,479.0,509.0,156.0,1,1,51,8,0,0,9,7,0
2,9,4,0,0,0,21,5,1229.0,1,1,376250.0,396550.0,-2.359209,53.465151,6,4,4,112.0,60.0,60.0,2,4,20,4,0,0,9,2,0
2,9,3,0,0,0,32,6,1242.0,1,8,450681.0,519962.0,-1.217565,54.572344,17,2,8,243.0,0.0,0.0,2,2,32,6,0,0,9,5,0
1,9,7,0,0,0,53,8,1598.0,1,12,378000.0,407450.0,-2.333619,53.563199,6,2,1,101.0,665.0,0.0,1,1,53,8,0,0,9,7,1
3,19,18,0,0,0,44,7,1995.0,2,6,417925.0,295038.0,-1.737065,52.552894,23,4,3,290.0,446.0,0.0,1,1,23,5,0,0,9,1,0
2,19,18,0,0,0,52,8,2143.0,2,1,450267.0,326667.0,-1.255277,52.835184,31,2,1,347.0,47.0,26.0,1,1,18,4,0,0,19,5,0
1,9,16,0,0,0,30,6,1598.0,1,13,580983.0,204493.0,0.618134,51.709975,42,2,3,458.0,1010.0,0.0,2,2,56,9,0,0,20,2,1
1,8,12,0,0,0,40,7,1997.0,2,2,516305.0,195071.0,-0.320591,51.642423,41,2,1,33.0,41.0,41.0,2,1,41,7,0,0,8,7,0
2,9,4,0,0,0,53,8,2493.0,8,2,452734.0,279018.0,-1.226248,52.406636,23,2,2,292.0,6.0,0.0,2,2,53,8,0,0,9,4,0
1,9,18,0,0,0,50,8,1997.0,2,7,401430.0,286530.0,-1.980375,52.476697,20,2,1,305.0,0.0,0.0,1,1,50,8,0,0,9,2,0
1,9,3,0,0,0,34,6,1598.0,1,10,242029.0,59918.0,-4.224958,50.417828,50,5,5,596.0,38.0,0.0,2,1,33,6,0,0,9,3,1
4,9,4,0,0,0,36,7,1997.0,2,11,249195.0,54443.0,-4.1219660000000005,50.37050900000001,50,4,4,583.0,374.0,0.0,4,4,36,7,0,0,9,6,0
2,9,16,0,0,0,66,10,2495.0,2,12,303977.0,93264.0,-3.3619410000000003,50.731029,50,2,1,580.0,0.0,0.0,1,1,21,5,0,0,9,3,0
1,9,17,0,0,11,37,7,1686.0,2,10,383571.0,320769.0,-2.245026,52.784245,21,1,1,255.0,518.0,0.0,1,1,37,7,0,0,9,6,0
1,3,18,0,0,0,46,8,124.0,1,4,529560.0,180660.0,-0.134448,51.510023,1,1,2,1.0,4201.0,4.0,1,1,46,8,0,0,3,3,0
1,9,4,0,0,0,32,6,1248.0,2,3,433754.0,420165.0,-1.4905,53.676868000000006,13,2,2,206.0,638.0,0.0,2,2,21,5,0,0,9,6,1
1,9,4,0,0,0,36,7,1398.0,1,15,517700.0,178850.0,-0.305868,51.496348,1,1,1,25.0,455.0,455.0,1,1,25,5,4,3,0,5,0
1,9,18,0,0,0,72,10,1493.0,2,7,391236.0,343322.0,-2.131997,52.987161,21,3,3,257.0,0.0,0.0,2,2,55,8,0,0,9,1,1
1,9,18,0,0,0,58,9,2953.0,1,1,455712.0,360025.0,-1.168726,53.13448,31,2,2,344.0,6191.0,0.0,2,1,23,5,0,0,9,8,1
1,9,9,0,0,0,21,5,1199.0,1,13,459208.0,340138.0,-1.120124,52.955358,31,2,2,346.0,0.0,0.0,1,2,21,5,0,0,9,2,1
1,9,9,0,0,0,45,7,1560.0,2,9,339136.0,366883.0,-2.912486,53.195529,7,2,2,130.0,548.0,0.0,2,1,69,10,0,0,9,10,1
1,9,2,0,0,0,24,5,1390.0,1,5,461252.0,452127.0,-1.067924,53.961609,12,3,1,189.0,7510.0,0.0,3,1,19,4,0,0,1,6,0
1,9,4,0,0,0,50,8,973.0,1,12,512730.0,183830.0,-0.37584,51.542119,1,2,1,27.0,40.0,0.0,2,1,50,8,0,0,9,8,1
3,9,18,0,0,0,33,6,1598.0,2,1,441506.0,282245.0,-1.390886,52.43661,23,3,2,292.0,6.0,0.0,2,1,31,6,0,0,9,8,0
1,9,18,0,0,11,49,8,2497.0,1,4,451657.0,230278.0,-1.2494889999999998,51.968584,43,1,1,481.0,40.0,0.0,1,1,49,8,0,0,9,2,1
1,9,3,0,0,0,65,9,1796.0,1,11,404630.0,294230.0,-1.933156,52.54590200000001,20,2,1,305.0,34.0,4041.0,1,1,65,9,0,0,9,8,1
1,9,9,0,0,0,72,10,1796.0,1,10,413810.0,281280.0,-1.79832,52.42933000000001,20,2,1,306.0,41.0,0.0,2,1,55,8,0,0,9,8,0
1,9,18,0,0,0,47,8,1296.0,1,8,531480.0,170210.0,-0.110679,51.41567,1,2,2,20.0,0.0,0.0,1,1,47,8,0,0,9,5,0
2,3,18,0,0,0,20,4,124.0,1,2,415955.0,418320.0,-1.7600349999999998,53.661127,13,2,1,203.0,62.0,0.0,2,1,20,4,0,0,3,2,0
2,9,2,0,0,0,38,7,1363.0,2,13,400271.0,286301.0,-1.997439,52.47464,20,2,1,305.0,0.0,0.0,1,1,23,5,0,0,9,3,0
2,9,3,0,0,0,24,5,2993.0,2,10,522000.0,188090.0,-0.240756,51.578479,1,3,2,30.0,5.0,504.0,1,1,37,7,0,0,9,6,0
2,9,18,0,0,0,21,5,1242.0,1,12,511310.0,173040.0,-0.399707,51.445421,1,3,4,25.0,312.0,0.0,1,1,41,7,0,0,9,5,0
3,9,3,0,0,0,25,5,2143.0,2,2,401156.0,93958.0,-1.984981,50.745226,55,3,1,643.0,349.0,0.0,1,1,17,4,0,0,9,8,1
1,3,18,0,0,0,40,7,125.0,1,4,525170.0,174630.0,-0.199808,51.45682,1,2,1,10.0,3.0,0.0,1,1,40,7,0,0,3,6,0
2,9,10,0,0,0,33,6,1560.0,2,5,377140.0,365441.0,-2.343548,53.185567000000006,7,2,1,129.0,50.0,312.0,1,1,63,9,0,0,5,5,1
1,9,17,0,0,0,19,4,1197.0,1,4,513008.0,222219.0,-0.359395,51.887084,40,1,1,421.0,0.0,0.0,1,1,19,4,0,0,9,2,0
1,9,18,0,0,0,29,6,1598.0,2,2,422964.0,437587.0,-1.652548,53.834037,13,3,1,204.0,6120.0,0.0,2,1,46,8,0,0,9,9,1
1,11,4,0,0,0,40,7,9000.0,2,4,523490.0,180440.0,-0.221946,51.509404,1,2,1,11.0,0.0,0.0,1,1,44,7,0,0,11,4,1
1,9,18,0,0,0,19,4,1198.0,1,5,409450.0,294060.0,-1.862085,52.544313,20,2,2,300.0,453.0,0.0,2,2,17,4,0,0,9,1,0
1,9,18,0,0,0,66,10,1386.0,1,3,453750.0,336891.0,-1.201896,52.926747,31,1,1,342.0,165.0,0.0,1,1,44,7,1,1,0,9,1
1,21,3,0,0,0,38,7,10837.0,2,5,425200.0,330220.0,-1.627086,52.868873,30,2,1,328.0,0.0,0.0,2,1,33,6,0,0,9,10,0
2,9,18,0,0,0,18,4,999.0,1,1,389190.0,301130.0,-2.161064,52.607841,20,2,2,309.0,0.0,0.0,2,2,18,4,0,0,9,8,0
1,9,18,9,0,1,43,7,1560.0,2,8,451251.0,407374.0,-1.227748,53.560491000000006,14,2,2,211.0,6422.0,0.0,2,2,32,6,0,0,9,3,0
2,9,18,0,0,0,49,8,1997.0,2,12,451570.0,356175.0,-1.231248,53.10029100000001,31,2,1,340.0,0.0,0.0,1,1,42,7,0,0,5,1,0
1,9,18,0,0,0,68,10,1896.0,2,13,445407.0,522081.0,-1.2988110000000002,54.591886,17,2,3,245.0,139.0,0.0,2,1,51,8,0,0,9,4,0
2,9,18,0,0,0,36,7,2151.0,2,14,396761.0,223272.0,-2.04849,51.907974,53,2,2,620.0,4075.0,91.0,2,2,36,7,0,0,9,6,0
1,9,6,0,0,0,36,7,1149.0,1,12,510475.0,433091.0,-0.324822,53.78243199999999,16,2,3,228.0,0.0,0.0,1,3,25,5,0,0,9,5,0
3,9,18,0,0,0,40,7,1560.0,2,1,578229.0,211501.0,0.581904,51.773801,42,4,2,451.0,12.0,0.0,4,1,52,8,0,0,5,8,1
2,9,18,0,0,0,55,8,1598.0,2,1,455854.0,404538.0,-1.158771,53.534534,14,2,2,211.0,638.0,0.0,1,2,23,5,0,0,9,5,1
2,9,18,0,0,0,40,7,1598.0,1,11,442020.0,445791.0,-1.36189,53.90658199999999,13,2,2,204.0,659.0,0.0,1,1,86,11,0,0,9,10,1
1,9,4,0,0,0,21,5,998.0,1,8,386907.0,341977.0,-2.196426,52.974982,21,2,1,257.0,0.0,0.0,2,1,45,7,0,0,9,10,0
1,9,7,0,0,0,32,6,1386.0,1,11,536660.0,187370.0,-0.029598,51.568649,1,2,1,13.0,104.0,0.0,2,1,26,6,0,0,1,8,1
1,9,18,0,0,0,29,6,1598.0,1,14,533940.0,168370.0,-0.076019,51.39855900000001,1,1,1,20.0,213.0,0.0,1,1,53,8,5,3,0,2,1
1,9,18,0,0,0,59,9,1086.0,1,10,586503.0,186526.0,0.688376,51.546801,42,4,2,460.0,0.0,0.0,1,1,59,9,0,0,9,5,1
1,9,9,0,0,0,40,7,1686.0,2,7,413899.0,434618.0,-1.7904209999999998,53.807672,13,2,1,200.0,0.0,0.0,1,1,40,7,0,0,9,2,1
1,9,18,0,0,0,40,7,1997.0,2,4,534230.0,177950.0,-0.068224,51.484581,1,1,1,8.0,2.0,0.0,1,1,29,6,4,1,0,4,0
1,9,18,0,0,0,23,5,1242.0,1,6,378440.0,396850.0,-2.326243,53.467942,6,2,3,112.0,5081.0,5081.0,1,1,23,5,0,0,9,3,1
1,9,18,0,0,0,17,4,1229.0,1,8,355470.0,333420.0,-2.663379,52.89636899999999,22,2,3,286.0,49.0,0.0,2,3,70,10,0,0,9,6,0
2,9,16,0,0,0,21,5,1149.0,1,9,412751.0,311297.0,-1.812751,52.699202,21,2,5,252.0,200.0,0.0,1,1,37,7,0,0,9,9,1
1,9,17,0,0,9,75,10,1396.0,1,6,500213.0,443073.0,-0.477254,53.874191,16,1,1,231.0,0.0,0.0,1,1,75,10,0,0,9,10,0
3,9,4,0,0,0,56,9,2398.0,1,17,517180.0,177930.0,-0.31366,51.488187,1,5,7,25.0,4.0,3002.0,5,6,34,6,0,0,9,8,1
2,9,18,0,0,0,53,8,1753.0,2,13,347530.0,448110.0,-2.800526,53.926449,4,2,2,85.0,0.0,0.0,2,1,53,8,0,0,9,7,0
1,9,18,0,0,0,34,6,1124.0,1,13,513434.0,431665.0,-0.28046,53.768985,16,2,2,228.0,165.0,0.0,1,2,27,6,0,0,9,1,1
2,9,4,0,0,0,68,10,1242.0,1,7,337580.0,427400.0,-2.947816,53.739229,4,3,3,74.0,584.0,0.0,2,2,68,10,0,0,9,2,0
2,9,6,0,0,0,26,6,1910.0,2,7,442071.0,383894.0,-1.369458,53.35026800000001,14,2,3,215.0,57.0,0.0,2,3,30,6,0,0,9,3,0
1,9,18,0,0,0,22,5,1560.0,2,4,408605.0,267262.0,-1.875226,52.303412,23,3,2,293.0,435.0,0.0,3,2,37,7,0,0,19,3,1
2,9,18,0,0,0,28,6,1595.0,1,6,454531.0,520602.0,-1.157901,54.577696,17,2,1,241.0,66.0,112.0,1,1,56,9,0,0,1,1,0
1,9,4,0,0,0,51,8,2290.0,1,5,508264.0,200162.0,-0.435173,51.689784,41,2,2,436.0,41.0,0.0,1,1,51,8,0,0,9,6,0
1,9,3,0,0,0,49,8,1598.0,1,3,433617.0,386559.0,-1.496169,53.374825,14,2,1,215.0,6069.0,0.0,2,1,45,7,0,0,1,10,1
1,3,18,0,0,0,26,6,108.0,1,2,530130.0,175080.0,-0.128293,51.459746,1,2,1,9.0,2217.0,0.0,1,1,26,6,0,0,3,4,0
2,9,5,0,0,0,22,5,1995.0,2,2,532290.0,189310.0,-0.091882,51.587123,1,2,1,31.0,0.0,0.0,1,1,24,5,0,0,9,2,1
1,21,12,0,0,0,26,6,12740.0,2,5,510628.0,202920.0,-0.400114,51.714111,41,3,1,434.0,25.0,0.0,2,1,25,5,0,0,9,4,1
1,9,14,0,0,0,19,4,1388.0,1,13,582250.0,215073.0,0.641994,51.80459000000001,42,2,2,451.0,0.0,0.0,2,1,22,5,0,0,9,1,1
1,9,3,0,0,0,24,5,1493.0,1,18,441037.0,392771.0,-1.38384,53.430136,14,2,1,213.0,6109.0,0.0,1,1,24,5,0,0,9,4,1
2,9,18,0,0,9,56,9,1598.0,2,1,443390.0,364070.0,-1.352342,53.17198000000001,30,4,3,321.0,6039.0,0.0,3,3,20,4,0,0,9,3,1
2,9,3,0,0,0,33,6,1248.0,2,8,532843.0,212569.0,-0.075057,51.796002,41,2,1,432.0,414.0,0.0,2,1,33,6,0,0,9,9,1
2,9,18,0,0,0,28,6,1796.0,1,13,549910.0,247940.0,0.187663,52.109474,35,2,3,395.0,505.0,250.0,2,3,39,7,0,0,9,8,0
1,9,18,0,0,0,63,9,998.0,1,4,539645.0,199494.0,0.018271,51.676861,42,3,1,456.0,121.0,0.0,2,1,52,8,0,0,9,6,0
1,9,1,0,0,0,54,8,1956.0,2,1,409437.0,425360.0,-1.858457,53.72456,13,1,1,202.0,0.0,0.0,1,1,76,11,5,1,0,10,0
1,9,18,0,0,0,38,7,1229.0,1,8,459925.0,381434.0,-1.101745,53.326441,31,2,1,341.0,157.0,157.0,2,1,37,7,0,0,9,5,1
3,9,18,0,0,0,40,7,2143.0,2,4,450952.0,530702.0,-1.211511,54.668825,17,3,1,240.0,689.0,0.0,2,1,67,10,0,0,22,1,1
1,9,18,0,0,0,56,9,1596.0,1,7,430372.0,437936.0,-1.539954,53.836795,13,2,3,204.0,0.0,0.0,2,2,54,8,0,0,9,10,1
3,9,18,0,0,0,40,7,1598.0,1,9,547783.0,207021.0,0.139073,51.74241,42,3,2,456.0,0.0,11.0,2,1,42,7,0,0,9,8,1
1,9,5,0,0,0,69,10,1198.0,1,6,535041.0,320239.0,-0.000115,52.76288,32,3,4,354.0,1165.0,1168.0,1,2,68,10,0,0,9,4,1
1,9,18,0,0,0,26,6,1596.0,1,6,368108.0,118516.0,-2.45552,50.965175,52,1,1,610.0,30.0,0.0,1,1,26,6,0,0,9,8,1
2,9,9,0,0,0,55,8,1896.0,2,8,398250.0,292340.0,-2.027226,52.528927,20,2,1,305.0,0.0,0.0,1,1,18,4,0,0,9,3,0
1,9,18,0,0,4,41,7,1995.0,1,13,465205.0,328310.0,-1.03324,52.848354,31,1,2,347.0,46.0,0.0,1,1,41,7,0,0,9,1,0
2,9,9,0,0,0,28,6,1598.0,2,3,576929.0,187252.0,0.550814,51.556403,42,2,1,453.0,1006.0,0.0,1,1,32,6,0,0,4,3,1
