age,number_of_juvenile_fellonies,decile_score,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,violence_decile_score,label
22,0,4,0,0,1,-3,0,4,0
24,0,4,0,0,0,0,0,5,0
49,0,1,0,0,2,-40,40,1,0
50,0,1,0,0,2,-32,1,1,0
30,0,7,0,0,3,-1,206,7,0
21,0,9,2,0,2,111,48,8,1
31,0,10,0,0,1,-1,18,6,0
23,0,7,0,0,0,-1,1,8,0
28,0,6,0,0,11,-1,2,5,1
24,0,2,0,1,0,-1,1,4,0
31,0,1,0,0,1,0,1,1,0
29,0,4,0,0,3,0,1,3,1
28,0,3,0,0,4,-1,34,4,1
49,0,5,0,0,0,-1,1,2,0
42,0,1,0,0,0,0,0,1,0
38,0,2,0,0,4,-1,78,2,0
36,0,6,0,0,0,-1,1,1,0
29,0,10,0,0,11,-1,1,5,0
39,0,2,0,0,2,-1,1,1,0
47,0,2,0,0,0,-1,3,1,0
55,0,8,0,0,12,-40,8,6,0
63,0,1,0,0,2,-1,2,1,0
55,0,5,0,0,27,-1,2,1,0
54,0,2,0,0,2,-1,2,1,1
37,0,2,0,0,1,-9,1,1,0
25,0,5,0,0,4,-170,4,8,0
34,0,1,0,0,0,-1,32,2,0
57,0,1,0,0,0,-1,1,1,0
46,0,5,0,0,2,-55,0,2,0
32,0,9,0,1,8,-1,3,4,0
35,0,8,0,0,4,96,109,7,1
26,0,5,0,0,2,-1,16,6,1
29,0,4,0,0,2,-1,3,2,0
53,0,5,0,0,20,-3,137,5,0
57,0,1,0,0,1,-15,1,1,0
29,0,10,1,0,3,-119,9,5,1
27,0,2,0,0,0,-1,44,3,0
48,0,2,0,0,0,-1,1,1,0
29,0,2,0,0,0,0,2,2,1
25,0,4,0,0,1,0,1,4,1
67,0,1,0,0,0,-1,2,1,0
29,0,5,0,1,2,0,0,3,0
53,0,2,0,0,3,-1,2,1,0
23,0,5,0,0,1,-40,121,5,0
49,0,1,0,0,0,-4,1,1,0
44,0,1,0,0,0,-1,1,1,0
55,0,1,0,0,0,-1,1,1,0
46,0,1,0,0,0,-1,0,1,0
48,0,6,0,0,0,-1,10,1,1
77,0,1,0,0,1,-1,1,1,1
54,0,2,0,0,3,-1,1,1,0
26,0,9,0,0,15,-1,43,6,0
27,0,2,0,0,1,-86,6,2,0
39,0,2,0,0,2,0,18,2,0
35,0,7,0,0,13,-1,4,3,0
41,0,3,0,0,6,-1,6,4,0
32,0,10,0,0,1,-1,115,8,0
48,0,6,0,0,12,-24,0,3,0
39,0,6,0,0,2,-120,64,3,0
52,0,6,0,0,0,-1,118,4,1
56,0,3,0,0,4,-50,36,1,1
46,0,1,0,0,0,0,0,1,0
22,0,7,0,0,0,-2,1,5,0
32,0,1,0,0,1,-47,1,2,0
39,0,4,0,0,8,-1,40,2,0
35,0,6,0,0,9,-1,5,3,0
26,0,1,0,0,1,0,0,2,0
27,0,2,0,0,1,0,1,3,0
27,0,10,0,0,5,-28,222,5,1
34,0,9,0,0,10,22,14,5,1
27,0,2,0,0,2,104,32,2,0
27,0,6,0,0,6,1026,14,6,0
32,0,1,0,0,0,0,0,1,1
43,0,2,0,0,4,-55,1,1,0
52,0,9,0,0,7,-1,32,3,1
21,0,10,0,0,2,0,1,10,1
21,0,9,0,0,1,34,395,9,1
26,0,6,0,0,0,-1,0,4,0
31,0,1,0,0,1,-1,1,2,0
34,0,5,0,0,1,-1,1,5,0
32,0,4,0,0,0,-1,1,3,0
50,0,3,0,0,0,-3,1,1,1
27,0,5,0,0,1,-1,163,3,0
26,0,3,1,0,4,-1,2,3,0
27,1,5,0,0,4,-1,1,3,1
58,0,1,0,0,0,-1,1,1,0
24,0,10,5,1,15,-1,2,9,1
50,0,1,0,0,0,-1,1,1,0
46,0,1,0,0,0,-1,1,1,0
34,0,7,0,0,10,-1,1,5,0
56,0,1,0,0,2,-108,1,1,0
26,0,2,0,0,2,-1,3,3,0
31,0,1,0,0,0,-1,52,1,0
39,0,1,0,0,0,-1,18,1,0
22,0,6,0,0,0,-1,1,5,0
25,0,2,0,0,0,-1,1,3,0
21,0,9,1,0,2,-1,1,6,0
20,0,4,0,0,1,-1,1,6,0
54,0,5,0,0,12,0,381,2,1
27,0,6,0,0,2,-1,4,4,1
55,0,1,0,0,0,-1,1,1,0
24,0,2,0,0,0,-1,1,3,0
20,0,10,0,1,0,0,0,9,1
34,0,1,0,0,1,-21,1,2,0
24,0,8,0,0,0,0,1,6,0
42,0,4,0,0,8,-1,1,4,0
40,0,1,0,0,1,-73,1,1,0
20,0,4,0,0,0,-1,4,7,0
20,0,4,0,0,0,-1,2,7,0
27,0,5,0,0,5,-1,1,4,0
20,0,10,0,0,0,-1,7,9,1
20,0,6,0,0,0,-3,0,8,0
29,0,7,0,0,9,0,1,4,1
24,0,5,0,0,0,0,0,4,0
27,0,4,0,0,0,0,1,3,0
24,0,4,0,0,0,-2,1,4,0
31,0,6,1,0,6,27,49,8,1
46,0,6,0,0,4,-56,56,3,0
53,0,9,0,0,3,-241,76,3,0
54,0,1,0,0,0,0,0,1,0
35,0,6,0,0,7,-1,1,2,1
53,0,5,0,0,0,-1,1,1,0
26,0,4,0,0,9,-1,1,4,1
25,0,7,0,0,6,0,10,4,1
49,0,1,0,0,0,0,0,1,0
57,0,1,0,0,0,-2,0,1,0
34,0,2,0,0,0,212,13,1,0
25,0,10,0,0,5,-1,35,5,1
42,0,5,0,0,1,-1,1,4,0
51,0,5,0,0,1,0,0,1,0
31,0,2,1,0,5,0,1,2,0
53,0,5,0,0,13,-1,1401,3,0
43,0,7,0,0,6,0,0,3,0
34,0,1,0,0,0,-3,1,2,0
51,0,1,0,0,0,-1,6,1,0
26,0,4,0,0,1,-1,1,3,0
47,0,6,0,0,5,-1,2,1,0
22,0,4,0,1,0,-1,1,5,0
36,0,2,0,0,0,0,1,1,0
36,0,3,0,0,1,0,1,1,0
21,0,4,0,0,2,-34,34,6,0
25,0,6,3,1,6,-1,1,7,0
27,0,4,0,0,1,284,3,3,1
33,0,1,0,0,0,-2,1,1,0
28,0,2,0,0,1,-1,1,2,0
28,1,5,0,0,5,-1,171,5,1
20,0,3,0,0,0,0,0,6,0
27,0,3,0,0,2,-1,1,3,0
24,0,4,0,0,0,-1,1,4,0
31,0,9,0,0,8,-31,28,2,0
39,0,5,0,0,1,7,63,5,0
26,0,2,0,0,0,-1,1,3,0
55,0,1,0,0,0,-1,1,1,0
50,0,1,0,0,5,-1,1,1,1
56,0,7,0,0,5,-1,1,3,0
48,0,1,0,0,1,-1,1,1,0
21,0,9,0,0,1,-1,21,10,0
35,0,2,0,0,0,-1,0,2,0
32,0,7,0,0,0,-1,25,4,0
33,0,2,0,0,1,-90,47,4,0
25,0,8,0,0,2,-96,62,6,0
26,0,8,0,0,13,31,11,5,0
44,0,1,0,0,0,-1,1,1,0
47,0,1,0,0,1,-61,2,1,0
49,0,1,0,0,0,-1,1,1,0
40,0,2,0,0,0,0,0,2,0
22,0,6,0,0,4,-12,1,5,0
51,0,1,0,0,1,-98,2,1,0
49,0,1,0,0,1,-26,1,1,0
30,0,8,0,1,8,-42,35,4,1
41,0,6,0,3,12,0,1,3,1
46,0,1,0,0,0,-1,1,1,0
57,0,1,0,0,2,-1,1,1,0
44,0,3,0,0,1,-31,31,1,0
32,0,9,0,0,0,0,1,6,0
36,0,9,0,0,1,-1,1,3,0
30,0,8,0,0,1,-1,1,6,0
28,0,2,0,0,0,-1,5,3,0
29,1,10,0,0,8,-1,7,9,1
21,0,5,0,0,1,-1,16,6,0
23,1,8,0,0,5,24,1,6,1
27,0,1,0,0,0,-1,1,2,0
25,0,9,0,0,4,-30,1,7,0
35,0,5,0,0,2,-1,1,3,0
35,0,2,0,0,0,-1,2,2,1
25,0,8,0,0,1,-1,7,3,1
35,0,6,0,0,9,-1,1,5,0
32,0,9,0,0,0,-1,1,7,0
23,0,4,0,0,0,-1,1,5,0
23,1,10,1,2,4,-1,232,10,0
26,0,8,0,0,0,-1,1,4,0
24,0,3,0,0,1,-1,1,4,0
37,0,7,0,0,0,-1,1,2,0
29,0,5,0,0,0,-1,1,3,0
34,0,2,0,0,0,-2,2,1,0
49,0,1,0,0,3,-1,1,1,0
31,0,2,0,0,2,-1,1,2,0
59,0,1,0,0,0,-1,1,1,0
23,0,5,0,1,1,-1,1,5,0
22,0,9,0,0,1,-1,5,7,0
36,0,1,0,0,0,-1,1,1,0
31,0,7,0,0,3,0,0,9,0
29,0,3,0,0,0,-3,1,2,0
25,0,10,0,0,7,258,15,10,0
26,0,2,0,0,0,-1,2,3,0
24,0,4,0,0,0,-1,1,5,0
43,0,1,0,0,1,-3,1,1,0
27,1,9,2,0,11,-1,3,10,0
28,0,4,0,0,4,-1,190,3,0
33,0,2,0,0,0,-1,1,2,0
54,0,3,0,0,3,-1,31,2,1
57,0,1,0,0,0,-1,1,1,0
30,0,2,0,0,2,-1,16,2,0
27,0,1,0,0,0,-1,1,2,0
31,0,8,0,0,4,0,1,5,0
29,0,3,0,0,0,-1,1,3,0
29,0,2,0,0,0,-2,1,2,1
33,0,3,0,0,2,-5,1,4,0
22,0,4,0,0,0,-1,1,6,0
28,0,3,0,0,2,-75,74,3,0
35,0,8,0,0,0,-1,2,7,1
30,0,7,1,0,14,-1,52,7,0
44,0,2,0,0,1,-45,2,2,0
63,0,1,0,0,0,-1,1,1,0
34,0,2,0,0,3,-1,1,2,0
36,0,8,0,0,0,-1,13,3,1
21,0,8,0,0,0,-1,18,8,0
23,0,3,0,0,1,-1,1,4,0
55,0,5,0,0,1,-43,43,5,0
40,0,3,0,0,1,-1,76,1,0
30,0,5,0,0,3,-1,0,5,1
41,0,5,0,0,1,-1,2,2,0
56,0,1,0,0,0,0,0,1,0
61,0,2,0,0,14,-1,1,2,0
31,2,6,0,0,6,-1,26,6,0
32,1,10,0,2,4,-1,4,9,0
56,0,1,0,0,0,-1,1,1,0
62,0,1,0,0,0,0,0,1,0
23,0,5,0,0,0,-1,1,6,0
53,0,1,0,0,0,-1,1,1,0
67,0,1,0,0,0,0,42,1,0
38,0,1,0,0,0,-1,1,1,0
40,0,1,0,0,1,-1,3,1,0
45,0,1,0,0,1,-1,2,1,0
29,1,8,0,0,3,-1,60,8,1
32,0,2,0,0,0,0,0,3,0
23,0,10,0,0,1,231,149,10,1
39,0,1,0,0,0,-1,1,1,0
29,0,2,0,0,0,0,1,2,0
46,0,1,0,0,4,-8,8,1,0
31,0,8,0,0,9,-1,2,8,1
24,0,2,0,0,1,-13,0,4,0
28,0,1,0,0,1,0,1464,2,1
24,0,6,0,0,0,-1,1,5,0
29,0,6,0,0,5,-1,258,5,0
28,0,8,0,0,3,-1,121,8,1
36,0,2,0,0,1,-2,1,1,0
25,0,6,0,0,2,0,48,5,0
29,0,1,0,0,0,0,14,2,0
26,0,9,0,0,1,-1,1,7,0
32,0,6,0,0,4,-1,1,3,1
29,0,1,0,0,1,0,2,2,0
26,0,3,0,0,0,-1,1,3,0
45,0,1,0,0,3,-83,1,1,0
46,0,1,0,0,0,0,0,1,0
41,0,1,0,0,0,-1,1,1,0
38,0,1,0,0,0,-1,1,1,0
24,0,6,0,0,1,26,116,5,1
22,0,7,0,0,1,-1,24,6,0
26,0,6,0,0,7,-1,78,5,0
30,0,1,0,0,0,-1,1,1,0
34,0,5,0,0,1,-1,1,4,0
23,0,7,0,7,3,-1,1,9,0
47,0,1,0,0,0,-1,1,1,0
55,0,1,0,0,2,-1,13,1,0
30,0,5,0,0,5,-168,9,2,1
30,0,3,0,0,0,-1,1,2,0
43,0,7,0,0,2,0,0,6,0
45,0,8,0,0,38,-1,121,8,1
30,0,1,0,0,0,-1,1,1,0
61,0,6,0,0,15,-10,1,2,0
63,0,9,0,0,16,-1,541,5,0
49,0,1,0,0,0,-1,1,1,0
49,0,1,0,0,1,0,1,1,0
42,0,1,0,0,1,0,0,1,0
24,0,7,0,0,1,-1,40,5,0
51,0,1,0,0,0,-1,1,1,0
32,0,5,0,0,6,-1,9,2,1
28,0,4,0,0,4,-151,25,3,1
49,0,1,0,0,2,-1,2,1,0
47,0,1,0,0,1,-43,43,1,0
56,0,2,0,0,1,0,35,3,0
53,0,4,0,0,8,-1,56,3,0
27,0,2,0,0,2,-1,2,3,1
41,0,1,0,0,3,-1,1,1,0
45,0,4,0,0,6,0,1,1,0
21,0,10,0,0,0,0,78,9,0
27,0,4,0,1,2,0,1,3,1
21,0,3,0,0,0,-2,14,5,0
31,0,1,0,0,0,-1,82,1,0
45,0,1,0,0,0,0,1,1,0
30,2,6,0,0,8,-1,1,4,0
23,0,4,0,0,0,-1,77,5,0
52,0,1,0,0,1,-1,6,1,0
51,0,2,0,0,3,-1,1,2,0
44,0,1,0,0,0,0,0,1,0
25,0,4,0,0,0,0,0,3,0
37,0,1,0,0,0,-1,2,1,0
34,0,3,0,0,0,-2,1,1,0
23,0,7,2,1,3,-1,38,9,1
71,0,1,0,0,3,-1,7,1,0
45,0,1,0,0,2,0,0,1,0
29,0,1,0,0,0,0,1,2,0
26,0,5,0,0,1,-31,7,5,0
36,0,2,0,0,5,-2,3,1,0
42,0,1,0,0,1,0,52,1,1
21,0,5,0,0,0,-1,3,8,0
29,0,1,0,0,2,-1,1,2,0
54,0,1,0,0,0,-4,1,1,0
29,0,3,0,0,1,-1,1,2,0
25,0,6,1,2,14,-1,1,4,0
62,0,1,0,0,0,-1,1,1,0
65,0,1,0,0,1,-11,2,1,0
31,0,1,0,0,0,0,1,1,0
21,0,9,0,0,0,-1,20,10,0
27,0,7,2,0,17,0,1,4,1
33,0,2,0,0,1,-1,20,5,0
25,0,7,1,0,3,-1,1,6,0
39,0,1,0,0,1,-1,1,1,0
29,0,9,0,0,8,0,1,6,1
42,0,1,0,0,0,-3,2,1,0
21,0,9,0,0,0,-1,1,8,0
36,0,9,0,0,2,-1,138,8,1
24,0,4,0,0,0,-1,0,3,1
67,0,1,0,0,0,-3,1,1,0
29,0,2,0,0,4,-1,3,3,1
27,0,6,0,0,2,-40,9,4,0
39,0,4,0,0,3,-1,42,3,1
42,0,6,0,0,5,84,1,2,0
41,0,1,0,0,1,-4,1,1,0
25,0,3,0,0,1,-1,4,4,0
37,0,4,0,0,4,-1,50,4,1
23,0,6,0,0,1,0,178,6,0
31,0,1,0,0,1,-1,1,1,1
67,0,1,0,0,0,-1,1,1,0
27,0,7,0,0,10,-1,1,3,0
26,0,6,0,0,1,-1,1,5,0
31,0,3,0,0,0,-1,68,3,0
28,0,4,0,0,0,-1,1,5,0
51,0,1,0,0,0,-1,0,1,0
27,0,3,1,0,1,-1,2,2,0
32,0,4,0,0,5,-1,17,4,0
27,0,6,0,0,4,-1,2,6,0
41,0,1,0,0,1,-1,1,1,1
24,0,10,3,0,12,-1,17,9,0
61,0,3,0,0,11,-1,1,3,0
29,0,3,0,0,3,0,1,2,0
34,0,4,0,0,11,-1,1,3,0
45,0,3,0,0,0,-5,1,1,0
31,0,4,0,0,6,-1,3,3,0
22,0,8,0,1,1,-1,18,7,0
25,0,5,0,0,1,-1,1,6,0
25,0,3,0,0,1,-43,3,3,0
29,0,5,0,0,1,-1,1,4,1
32,0,2,0,0,1,-3,1,1,0
39,0,1,0,0,0,-1,1,1,0
22,0,3,0,1,3,-1,15,5,0
22,0,6,0,0,2,-31,1,7,1
25,0,9,0,0,0,-1,1,6,0
22,0,10,0,0,0,-1,27,6,1
44,0,6,0,0,6,-1,2,3,0
23,0,4,0,0,0,-1,1,6,0
46,0,1,0,0,0,-1,1,1,0
33,0,4,0,0,2,-14,14,2,0
40,0,1,0,0,3,-1,1,1,1
54,0,3,0,0,7,0,0,1,0
21,0,7,0,0,0,-1,1,7,0
43,0,2,0,0,6,-1,1,4,1
22,0,10,0,0,0,-1,4,10,0
31,0,7,0,0,0,0,14,3,0
50,0,5,0,0,3,55,57,1,0
27,0,2,0,0,4,-1,3,2,1
21,0,5,0,0,1,-1,1,7,0
23,0,6,0,0,0,0,1,7,0
64,0,2,0,0,0,-1,1,1,0
42,0,1,0,0,0,-1,281,1,0
20,0,4,0,1,0,-1,1,7,0
26,0,2,0,0,1,-1,1,3,0
23,0,2,0,0,0,-1,1,4,1
45,0,1,0,0,0,-1,1,1,0
47,0,6,0,0,4,-1,1,6,0
32,2,10,1,0,9,-1,41,6,0
27,0,3,0,0,2,-50,3,3,1
23,0,4,0,0,0,-1,1,4,0
33,0,3,0,0,2,-64,30,2,0
28,0,2,0,0,1,-1,1,2,0
36,0,1,0,0,0,0,36,1,0
32,0,3,0,0,1,0,0,2,0
24,0,6,0,0,0,-1,2,5,0
46,0,6,0,0,2,-1,1,3,0
57,0,10,0,0,28,0,2,6,1
43,0,7,1,0,23,-1,8,3,0
42,0,7,0,0,0,0,7,4,0
26,0,4,0,0,1,-1,6,3,0
74,0,1,0,0,0,-1,1,1,0
24,0,3,0,0,1,-2,1,3,0
22,0,3,0,1,0,-1,1,6,0
33,0,4,0,0,2,-1,1,4,0
22,0,6,0,0,1,-1,1,6,1
50,0,2,0,0,4,-27,26,1,0
35,0,7,0,1,5,-1,199,3,1
33,0,1,0,0,0,0,2,1,1
36,0,2,0,0,1,-1,1,1,0
63,0,1,0,0,1,-1,2,1,0
69,0,3,0,0,5,-3,4,1,0
44,0,1,0,0,1,-1,1,1,0
29,0,2,0,0,0,-1,1,2,0
52,0,3,0,0,0,-1,1,1,0
23,0,10,0,0,1,-1,145,9,1
22,0,4,0,0,0,-2,1,4,0
26,0,4,0,0,0,-1,1,2,0
24,0,6,0,0,0,-1,20,4,1
45,0,2,0,0,4,0,6,1,0
26,0,4,0,0,1,-6,5,3,0
47,0,1,0,0,0,0,1,1,0
20,1,10,0,0,2,-35,1,10,1
26,0,4,0,0,0,0,0,4,0
52,0,1,0,0,1,0,1,1,0
51,0,1,0,0,0,0,0,1,0
47,0,1,0,0,7,-1,57,1,1
38,0,1,0,0,1,-1,1,1,1
67,0,3,0,0,1,-1,1,1,0
47,0,1,0,0,1,-3,1,2,0
66,0,1,0,0,0,-1,1,1,0
39,0,2,0,0,0,-1,1,1,0
49,0,3,0,0,2,-1,82,1,0
45,0,7,0,0,9,0,75,9,0
22,0,2,0,0,1,0,0,4,0
34,0,1,0,0,5,-1,1,1,0
34,0,5,0,0,13,-90,33,4,0
22,0,4,1,0,8,-1,128,6,1
27,0,5,2,1,13,-59,0,5,1
34,0,6,0,0,1,-1,1,3,0
34,0,5,0,0,1,-2,29,2,0
20,0,10,1,0,2,-1,52,8,1
40,0,1,0,0,0,-1,1,1,0
22,0,6,0,0,1,-97,38,6,0
27,0,8,0,0,0,0,7,6,1
23,0,5,0,0,2,-1,2,4,0
47,0,6,0,0,14,-1,31,1,0
38,2,9,3,0,16,28,33,6,1
24,0,3,0,0,0,0,0,5,0
31,0,6,0,0,1,-1,807,6,0
38,0,2,0,0,0,-2,1,1,0
26,0,2,0,0,0,0,3,3,0
28,0,8,0,0,5,-1,1,4,0
43,0,6,0,0,5,0,14,7,0
29,0,2,0,0,2,-1,1,2,1
74,0,1,0,0,2,-1,10,1,0
47,0,10,0,0,4,-1,193,2,1
43,0,1,0,0,0,-2,1,1,0
24,0,4,0,0,0,-3,1,4,0
26,0,3,0,0,2,-1,5,5,1
56,0,2,0,0,0,-1,1,1,0
49,0,1,0,0,0,-1,1,1,0
36,0,1,0,0,1,-1,1,1,0
24,0,4,0,0,1,-3,3,4,0
28,0,6,0,0,11,-1,1,5,0
26,0,8,0,0,4,-1,7,4,1
56,0,7,0,0,4,-1,17,4,0
58,0,2,0,0,8,-1,1,1,0
33,0,4,0,0,3,0,0,4,0
25,4,8,0,0,5,-1,10,7,0
30,0,5,0,0,3,0,1,2,0
31,0,6,0,0,1,-1,117,5,0
39,0,4,0,0,5,-60,1,3,0
21,0,7,0,0,0,0,37,7,1
44,0,5,0,1,11,-1,267,3,1
30,0,3,0,0,2,-1,63,2,0
34,0,5,0,0,4,0,0,5,0
26,0,2,0,0,2,-1,1,3,0
51,0,1,0,0,4,-26,1,1,0
36,0,2,0,0,0,-1,3,1,0
21,0,6,0,0,1,-1,30,5,0
59,0,5,0,0,5,0,6,3,0
28,0,3,0,0,1,-1,1,2,0
37,0,3,0,0,4,-1,1,2,0
41,0,1,0,0,0,0,0,1,0
54,0,1,0,0,1,-2,1,1,0
30,0,9,0,0,2,-1,6,7,0
28,0,4,0,0,0,-1,0,3,1
22,0,5,0,0,0,-1,1,7,0
27,0,5,0,2,1,-1,16,8,0
51,0,3,0,0,7,35,0,1,0
22,0,3,0,1,0,-1,1,5,0
34,0,2,0,0,1,-50,1,1,0
22,0,7,0,0,1,-1,116,6,0
49,0,2,0,0,3,-1,1,1,0
61,0,1,0,0,1,0,0,1,0
49,0,6,0,0,2,-1,11,1,0
42,0,4,0,0,5,-1,31,2,0
36,0,4,0,0,9,-1,58,2,0
36,0,1,0,0,0,-1,1,1,0
24,0,3,0,0,2,-1,7,4,1
67,0,2,0,0,2,-244,28,1,0
32,0,2,0,0,0,-1,1,1,0
25,0,2,0,0,1,-14,0,3,0
30,0,1,0,0,2,0,1,1,1
43,0,1,0,0,0,-1,1,1,0
28,0,2,0,0,1,-1,1,2,0
32,0,5,0,0,4,-1,1,3,0
23,0,8,0,0,0,-1,3,6,0
26,0,2,0,0,0,0,11,3,0
44,0,3,0,0,0,-1,1,1,0
30,0,4,0,0,2,-1,6,3,0
23,0,10,2,1,5,52,13,9,1
20,0,9,0,0,0,-1,20,9,0
23,0,7,0,0,0,-1,2,5,0
23,0,3,0,0,0,-1,2,5,0
57,0,1,0,0,0,-1,1,1,0
33,0,2,0,0,3,-1,1,2,0
